app_id,data_type,purpose,privacy_type,data_category
6446116532,Device ID,App Functionality,Data Linked to You,Identifiers
6446116532,Other Diagnostic Data,App Functionality,Data Not Linked to You,Diagnostics
1302737642,,,Data Not Collected,
6476806312,Crash Data,App Functionality,Data Not Linked to You,Diagnostics
6476806312,Performance Data,App Functionality,Data Not Linked to You,Diagnostics
6476806312,Other Diagnostic Data,App Functionality,Data Not Linked to You,Diagnostics
1595934993,Product Interaction,Analytics,Data Not Linked to You,Usage Data
1595934993,Purchase History,App Functionality,Data Not Linked to You,Purchases
1595934993,Other User Content,App Functionality,Data Not Linked to You,User Content
1595934993,Product Interaction,App Functionality,Data Not Linked to You,Usage Data
6466716447,Crash Data,Analytics,Data Not Linked to You,Diagnostics
6466716447,Performance Data,Analytics,Data Not Linked to You,Diagnostics
6466716447,Purchase History,App Functionality,Data Not Linked to You,Purchases
6466716447,Crash Data,App Functionality,Data Not Linked to You,Diagnostics
1512681263,,,Data Not Collected,
6477569162,,,Data Not Collected,
6476697957,,,Data Not Collected,
1136800740,Purchase History,Analytics,Data Linked to You,Purchases
1136800740,Purchase History,App Functionality,Data Linked to You,Purchases
1136800740,Email Address,App Functionality,Data Linked to You,Contact Info
1136800740,Name,App Functionality,Data Linked to You,Contact Info
1136800740,Search History,Analytics,Data Not Linked to You,Search History
1136800740,Device ID,Analytics,Data Not Linked to You,Identifiers
1136800740,Product Interaction,Analytics,Data Not Linked to You,Usage Data
1136800740,Crash Data,Analytics,Data Not Linked to You,Diagnostics
1136800740,User ID,App Functionality,Data Not Linked to You,Identifiers
1082170746,,,Data Not Collected,
6468994506,Coarse Location,Analytics,Data Not Linked to You,Location
6468994506,Device ID,Analytics,Data Not Linked to You,Identifiers
6468994506,Product Interaction,Analytics,Data Not Linked to You,Usage Data
6468994506,Coarse Location,App Functionality,Data Not Linked to You,Location
6468994506,Device ID,App Functionality,Data Not Linked to You,Identifiers
1632777736,Advertising Data,Third-Party Advertising,Data Not Linked to You,Usage Data
1632777736,Product Interaction,Analytics,Data Not Linked to You,Usage Data
1632777736,Crash Data,App Functionality,Data Not Linked to You,Diagnostics
1636872963,Purchase History,Analytics,Data Linked to You,Purchases
1636872963,Purchase History,App Functionality,Data Linked to You,Purchases
1636872963,Device ID,Analytics,Data Not Linked to You,Identifiers
1636872963,Product Interaction,Analytics,Data Not Linked to You,Usage Data
1636872963,Other Financial Info,App Functionality,Data Not Linked to You,Financial Info
6497486318,,,Data Not Collected,
6479167838,,,Data Not Collected,
6444421373,Payment Info,,Data Used to Track You,Financial Info
6444421373,User ID,,Data Used to Track You,Identifiers
6444421373,Payment Info,Analytics,Data Linked to You,Financial Info
6444421373,Other User Content,Analytics,Data Linked to You,User Content
6444421373,User ID,Analytics,Data Linked to You,Identifiers
6444421373,Product Interaction,Analytics,Data Linked to You,Usage Data
6444421373,Other Usage Data,Analytics,Data Linked to You,Usage Data
6444421373,Crash Data,Analytics,Data Linked to You,Diagnostics
6444421373,Performance Data,Analytics,Data Linked to You,Diagnostics
6444421373,Other Diagnostic Data,Analytics,Data Linked to You,Diagnostics
6444421373,Other User Content,Product Personalization,Data Linked to You,User Content
6444421373,User ID,Product Personalization,Data Linked to You,Identifiers
6444421373,Product Interaction,Product Personalization,Data Linked to You,Usage Data
6444421373,Other Usage Data,Product Personalization,Data Linked to You,Usage Data
6444421373,Payment Info,App Functionality,Data Linked to You,Financial Info
6444421373,Other User Content,App Functionality,Data Linked to You,User Content
6444421373,User ID,App Functionality,Data Linked to You,Identifiers
6444421373,Product Interaction,App Functionality,Data Linked to You,Usage Data
6444421373,Other Usage Data,App Functionality,Data Linked to You,Usage Data
1346247457,Device ID,,Data Used to Track You,Identifiers
1346247457,Product Interaction,Third-Party Advertising,Data Linked to You,Usage Data
1346247457,Coarse Location,Developer’s Advertising or Marketing,Data Linked to You,Location
1346247457,Email Address,Developer’s Advertising or Marketing,Data Linked to You,Contact Info
1346247457,User ID,Developer’s Advertising or Marketing,Data Linked to You,Identifiers
1346247457,Product Interaction,Developer’s Advertising or Marketing,Data Linked to You,Usage Data
1346247457,Health,Analytics,Data Linked to You,Health & Fitness
1346247457,Fitness,Analytics,Data Linked to You,Health & Fitness
1346247457,Coarse Location,Analytics,Data Linked to You,Location
1346247457,Customer Support,Analytics,Data Linked to You,User Content
1346247457,User ID,Analytics,Data Linked to You,Identifiers
1346247457,Product Interaction,Analytics,Data Linked to You,Usage Data
1346247457,Health,Product Personalization,Data Linked to You,Health & Fitness
1346247457,Fitness,Product Personalization,Data Linked to You,Health & Fitness
1346247457,Coarse Location,Product Personalization,Data Linked to You,Location
1346247457,Email Address,Product Personalization,Data Linked to You,Contact Info
1346247457,Name,Product Personalization,Data Linked to You,Contact Info
1346247457,User ID,Product Personalization,Data Linked to You,Identifiers
1346247457,Product Interaction,Product Personalization,Data Linked to You,Usage Data
1346247457,Health,App Functionality,Data Linked to You,Health & Fitness
1346247457,Fitness,App Functionality,Data Linked to You,Health & Fitness
1346247457,Coarse Location,App Functionality,Data Linked to You,Location
1346247457,Email Address,App Functionality,Data Linked to You,Contact Info
1346247457,Customer Support,App Functionality,Data Linked to You,User Content
1346247457,User ID,App Functionality,Data Linked to You,Identifiers
1346247457,Product Interaction,App Functionality,Data Linked to You,Usage Data
1346247457,User ID,Other Purposes,Data Linked to You,Identifiers
1346247457,Product Interaction,Other Purposes,Data Linked to You,Usage Data
1346247457,Device ID,Third-Party Advertising,Data Not Linked to You,Identifiers
1346247457,Other Data Types,Developer’s Advertising or Marketing,Data Not Linked to You,Other Data
1346247457,Device ID,Analytics,Data Not Linked to You,Identifiers
1346247457,Crash Data,Analytics,Data Not Linked to You,Diagnostics
1346247457,Performance Data,Analytics,Data Not Linked to You,Diagnostics
1346247457,Other Diagnostic Data,Analytics,Data Not Linked to You,Diagnostics
1346247457,Other Data Types,Analytics,Data Not Linked to You,Other Data
1346247457,Other Data Types,Product Personalization,Data Not Linked to You,Other Data
1346247457,Crash Data,App Functionality,Data Not Linked to You,Diagnostics
1346247457,Performance Data,App Functionality,Data Not Linked to You,Diagnostics
1346247457,Other Diagnostic Data,App Functionality,Data Not Linked to You,Diagnostics
1346247457,Other Data Types,App Functionality,Data Not Linked to You,Other Data
1346247457,Crash Data,Other Purposes,Data Not Linked to You,Diagnostics
1346247457,Performance Data,Other Purposes,Data Not Linked to You,Diagnostics
1346247457,Other Diagnostic Data,Other Purposes,Data Not Linked to You,Diagnostics
1346247457,Other Data Types,Other Purposes,Data Not Linked to You,Other Data
6478835604,Device ID,Analytics,Data Not Linked to You,Identifiers
6478835604,Product Interaction,Analytics,Data Not Linked to You,Usage Data
6478835604,Performance Data,Analytics,Data Not Linked to You,Diagnostics
6478835604,Device ID,App Functionality,Data Not Linked to You,Identifiers
6478835604,Product Interaction,App Functionality,Data Not Linked to You,Usage Data
6478835604,Crash Data,Other Purposes,Data Not Linked to You,Diagnostics
1592728145,Purchase History,Analytics,Data Not Linked to You,Purchases
1592728145,Purchase History,App Functionality,Data Not Linked to You,Purchases
1472875808,Email Address,App Functionality,Data Linked to You,Contact Info
1472875808,Other User Content,App Functionality,Data Linked to You,User Content
1472875808,User ID,App Functionality,Data Linked to You,Identifiers
1603644458,,,Data Not Collected,
6451126617,Photos or Videos,App Functionality,Data Linked to You,User Content
6451126617,Other User Content,App Functionality,Data Linked to You,User Content
6451126617,User ID,App Functionality,Data Linked to You,Identifiers
6451126617,Product Interaction,Analytics,Data Not Linked to You,Usage Data
1573261774,Product Interaction,App Functionality,Data Not Linked to You,Usage Data
6523429904,Product Interaction,Analytics,Data Not Linked to You,Usage Data
6523429904,Crash Data,Analytics,Data Not Linked to You,Diagnostics
6523429904,Performance Data,Analytics,Data Not Linked to You,Diagnostics
1616385207,Purchase History,Analytics,Data Not Linked to You,Purchases
1616385207,Purchase History,App Functionality,Data Not Linked to You,Purchases
441968334,,,Data Not Collected,
6446065798,Purchase History,Analytics,Data Not Linked to You,Purchases
6446065798,Purchase History,App Functionality,Data Not Linked to You,Purchases
6481528867,,,Data Not Collected,
6476346004,Photos or Videos,Developer’s Advertising or Marketing,Data Linked to You,User Content
6476346004,Photos or Videos,Analytics,Data Linked to You,User Content
6476346004,Product Interaction,Analytics,Data Linked to You,Usage Data
6476346004,Search History,Product Personalization,Data Linked to You,Search History
6476346004,Product Interaction,Product Personalization,Data Linked to You,Usage Data
6476346004,Email Address,App Functionality,Data Linked to You,Contact Info
6476346004,Photos or Videos,App Functionality,Data Linked to You,User Content
6476346004,Search History,App Functionality,Data Linked to You,Search History
6476346004,User ID,App Functionality,Data Linked to You,Identifiers
6476346004,Product Interaction,App Functionality,Data Linked to You,Usage Data
6476346004,Crash Data,Analytics,Data Not Linked to You,Diagnostics
6476346004,Performance Data,Analytics,Data Not Linked to You,Diagnostics
6476346004,Crash Data,App Functionality,Data Not Linked to You,Diagnostics
6476346004,Performance Data,App Functionality,Data Not Linked to You,Diagnostics
6443711183,Device ID,,Data Used to Track You,Identifiers
6443711183,Email Address,Developer’s Advertising or Marketing,Data Not Linked to You,Contact Info
6443711183,Purchase History,Analytics,Data Not Linked to You,Purchases
6443711183,Purchase History,App Functionality,Data Not Linked to You,Purchases
6443711183,Device ID,App Functionality,Data Not Linked to You,Identifiers
6443711183,Product Interaction,App Functionality,Data Not Linked to You,Usage Data
6458535284,Product Interaction,Analytics,Data Not Linked to You,Usage Data
6458535284,Other Usage Data,Analytics,Data Not Linked to You,Usage Data
6458535284,Other Diagnostic Data,Analytics,Data Not Linked to You,Diagnostics
6458535284,Crash Data,App Functionality,Data Not Linked to You,Diagnostics
6458535284,Performance Data,App Functionality,Data Not Linked to You,Diagnostics
6458535284,Other Diagnostic Data,App Functionality,Data Not Linked to You,Diagnostics
6479620842,,,Data Not Collected,
6443904179,User ID,Developer’s Advertising or Marketing,Data Not Linked to You,Identifiers
6443904179,Device ID,Developer’s Advertising or Marketing,Data Not Linked to You,Identifiers
6443904179,Product Interaction,Developer’s Advertising or Marketing,Data Not Linked to You,Usage Data
6443904179,User ID,Analytics,Data Not Linked to You,Identifiers
6443904179,Device ID,Analytics,Data Not Linked to You,Identifiers
6443904179,Product Interaction,Analytics,Data Not Linked to You,Usage Data
6443904179,Customer Support,App Functionality,Data Not Linked to You,User Content
6443904179,User ID,App Functionality,Data Not Linked to You,Identifiers
6443904179,Device ID,App Functionality,Data Not Linked to You,Identifiers
6443904179,Product Interaction,App Functionality,Data Not Linked to You,Usage Data
6443904179,Crash Data,App Functionality,Data Not Linked to You,Diagnostics
6443904179,Performance Data,App Functionality,Data Not Linked to You,Diagnostics
6496859848,,,Data Not Collected,
835599320,Email Address,,Data Used to Track You,Contact Info
835599320,Phone Number,,Data Used to Track You,Contact Info
835599320,Device ID,,Data Used to Track You,Identifiers
835599320,Coarse Location,Third-Party Advertising,Data Linked to You,Location
835599320,Email Address,Third-Party Advertising,Data Linked to You,Contact Info
835599320,Phone Number,Third-Party Advertising,Data Linked to You,Contact Info
835599320,Browsing History,Third-Party Advertising,Data Linked to You,Browsing History
835599320,User ID,Third-Party Advertising,Data Linked to You,Identifiers
835599320,Device ID,Third-Party Advertising,Data Linked to You,Identifiers
835599320,Product Interaction,Third-Party Advertising,Data Linked to You,Usage Data
835599320,Advertising Data,Third-Party Advertising,Data Linked to You,Usage Data
835599320,Email Address,Developer’s Advertising or Marketing,Data Linked to You,Contact Info
835599320,Phone Number,Developer’s Advertising or Marketing,Data Linked to You,Contact Info
835599320,User ID,Developer’s Advertising or Marketing,Data Linked to You,Identifiers
835599320,Device ID,Developer’s Advertising or Marketing,Data Linked to You,Identifiers
835599320,Product Interaction,Developer’s Advertising or Marketing,Data Linked to You,Usage Data
835599320,Purchase History,Analytics,Data Linked to You,Purchases
835599320,Coarse Location,Analytics,Data Linked to You,Location
835599320,Customer Support,Analytics,Data Linked to You,User Content
835599320,Search History,Analytics,Data Linked to You,Search History
835599320,User ID,Analytics,Data Linked to You,Identifiers
835599320,Device ID,Analytics,Data Linked to You,Identifiers
835599320,Product Interaction,Analytics,Data Linked to You,Usage Data
835599320,Performance Data,Analytics,Data Linked to You,Diagnostics
835599320,Other Diagnostic Data,Analytics,Data Linked to You,Diagnostics
835599320,Coarse Location,Product Personalization,Data Linked to You,Location
835599320,Contacts,Product Personalization,Data Linked to You,Contacts
835599320,Search History,Product Personalization,Data Linked to You,Search History
835599320,User ID,Product Personalization,Data Linked to You,Identifiers
835599320,Device ID,Product Personalization,Data Linked to You,Identifiers
835599320,Product Interaction,Product Personalization,Data Linked to You,Usage Data
835599320,Purchase History,App Functionality,Data Linked to You,Purchases
835599320,Payment Info,App Functionality,Data Linked to You,Financial Info
835599320,Other Financial Info,App Functionality,Data Linked to You,Financial Info
835599320,Coarse Location,App Functionality,Data Linked to You,Location
835599320,Physical Address,App Functionality,Data Linked to You,Contact Info
835599320,Email Address,App Functionality,Data Linked to You,Contact Info
835599320,Name,App Functionality,Data Linked to You,Contact Info
835599320,Phone Number,App Functionality,Data Linked to You,Contact Info
835599320,Other User Contact Info,App Functionality,Data Linked to You,Contact Info
835599320,Contacts,App Functionality,Data Linked to You,Contacts
835599320,Photos or Videos,App Functionality,Data Linked to You,User Content
835599320,Audio Data,App Functionality,Data Linked to You,User Content
835599320,Customer Support,App Functionality,Data Linked to You,User Content
835599320,Other User Content,App Functionality,Data Linked to You,User Content
835599320,Search History,App Functionality,Data Linked to You,Search History
835599320,User ID,App Functionality,Data Linked to You,Identifiers
835599320,Device ID,App Functionality,Data Linked to You,Identifiers
835599320,Product Interaction,App Functionality,Data Linked to You,Usage Data
835599320,Crash Data,App Functionality,Data Linked to You,Diagnostics
835599320,Performance Data,App Functionality,Data Linked to You,Diagnostics
835599320,Other Diagnostic Data,App Functionality,Data Linked to You,Diagnostics
835599320,Payment Info,Other Purposes,Data Linked to You,Financial Info
835599320,Other Financial Info,Other Purposes,Data Linked to You,Financial Info
835599320,Physical Address,Other Purposes,Data Linked to You,Contact Info
835599320,Name,Other Purposes,Data Linked to You,Contact Info
835599320,Device ID,Other Purposes,Data Linked to You,Identifiers
835599320,Other Diagnostic Data,Other Purposes,Data Linked to You,Diagnostics
835599320,Other Usage Data,Analytics,Data Not Linked to You,Usage Data
6443965587,Device ID,,Data Used to Track You,Identifiers
6443965587,Advertising Data,,Data Used to Track You,Usage Data
6443965587,Email Address,Product Personalization,Data Linked to You,Contact Info
6443965587,User ID,Product Personalization,Data Linked to You,Identifiers
6443965587,Email Address,App Functionality,Data Linked to You,Contact Info
6443965587,User ID,App Functionality,Data Linked to You,Identifiers
6443965587,Device ID,Developer’s Advertising or Marketing,Data Not Linked to You,Identifiers
6443965587,Advertising Data,Developer’s Advertising or Marketing,Data Not Linked to You,Usage Data
6443965587,Device ID,Analytics,Data Not Linked to You,Identifiers
6443965587,Product Interaction,Analytics,Data Not Linked to You,Usage Data
6443965587,Advertising Data,Analytics,Data Not Linked to You,Usage Data
6443965587,Crash Data,Analytics,Data Not Linked to You,Diagnostics
6443965587,Performance Data,Analytics,Data Not Linked to You,Diagnostics
6443965587,Device ID,App Functionality,Data Not Linked to You,Identifiers
6443965587,Advertising Data,App Functionality,Data Not Linked to You,Usage Data
6443965587,Other Diagnostic Data,App Functionality,Data Not Linked to You,Diagnostics
286948844,,,Data Not Collected,
1548193893,,,Data Not Collected,
1560309401,Device ID,,Data Used to Track You,Identifiers
1560309401,Product Interaction,,Data Used to Track You,Usage Data
1560309401,Device ID,Developer’s Advertising or Marketing,Data Linked to You,Identifiers
1560309401,User ID,Analytics,Data Linked to You,Identifiers
1560309401,Device ID,Analytics,Data Linked to You,Identifiers
1560309401,Product Interaction,Analytics,Data Linked to You,Usage Data
1560309401,Crash Data,Analytics,Data Not Linked to You,Diagnostics
1560309401,Performance Data,Analytics,Data Not Linked to You,Diagnostics
1630746993,Purchase History,Analytics,Data Not Linked to You,Purchases
1630746993,Coarse Location,Analytics,Data Not Linked to You,Location
1630746993,Device ID,Analytics,Data Not Linked to You,Identifiers
1630746993,Product Interaction,Analytics,Data Not Linked to You,Usage Data
1630746993,Purchase History,App Functionality,Data Not Linked to You,Purchases
1523968394,Purchase History,Analytics,Data Not Linked to You,Purchases
1523968394,Product Interaction,Analytics,Data Not Linked to You,Usage Data
1523968394,Purchase History,App Functionality,Data Not Linked to You,Purchases
1523968394,Crash Data,App Functionality,Data Not Linked to You,Diagnostics
6470272751,Product Interaction,Analytics,Data Not Linked to You,Usage Data
6470272751,Crash Data,App Functionality,Data Not Linked to You,Diagnostics
6472555496,Payment Info,App Functionality,Data Linked to You,Financial Info
6472555496,Physical Address,App Functionality,Data Linked to You,Contact Info
6472555496,Email Address,App Functionality,Data Linked to You,Contact Info
6472555496,Name,App Functionality,Data Linked to You,Contact Info
6472555496,Phone Number,App Functionality,Data Linked to You,Contact Info
6472555496,Product Interaction,Analytics,Data Not Linked to You,Usage Data
6472555496,Crash Data,App Functionality,Data Not Linked to You,Diagnostics
6476718767,Email Address,Developer’s Advertising or Marketing,Data Linked to You,Contact Info
6476718767,Email Address,App Functionality,Data Linked to You,Contact Info
6444069568,,,Data Not Collected,
6480027632,,,Data Not Collected,
6478573714,Photos or Videos,App Functionality,Data Linked to You,User Content
6478573714,User ID,App Functionality,Data Linked to You,Identifiers
6478573714,Other Diagnostic Data,Analytics,Data Not Linked to You,Diagnostics
6478573714,Crash Data,App Functionality,Data Not Linked to You,Diagnostics
6478573714,Performance Data,App Functionality,Data Not Linked to You,Diagnostics
1463073824,Email Address,Developer’s Advertising or Marketing,Data Linked to You,Contact Info
1463073824,Name,Developer’s Advertising or Marketing,Data Linked to You,Contact Info
1463073824,Email Address,Analytics,Data Linked to You,Contact Info
1463073824,Search History,Analytics,Data Linked to You,Search History
1463073824,User ID,Analytics,Data Linked to You,Identifiers
1463073824,Product Interaction,Analytics,Data Linked to You,Usage Data
1463073824,Email Address,App Functionality,Data Linked to You,Contact Info
1463073824,Contacts,App Functionality,Data Linked to You,Contacts
1463073824,Emails or Text Messages,App Functionality,Data Linked to You,User Content
1463073824,Customer Support,App Functionality,Data Linked to You,User Content
1463073824,Search History,App Functionality,Data Linked to You,Search History
1463073824,User ID,App Functionality,Data Linked to You,Identifiers
1463073824,Device ID,App Functionality,Data Linked to You,Identifiers
1463073824,Crash Data,Analytics,Data Not Linked to You,Diagnostics
1463073824,Performance Data,Analytics,Data Not Linked to You,Diagnostics
1463073824,Other Diagnostic Data,Analytics,Data Not Linked to You,Diagnostics
1463073824,Crash Data,App Functionality,Data Not Linked to You,Diagnostics
1463073824,Performance Data,App Functionality,Data Not Linked to You,Diagnostics
1463073824,Other Diagnostic Data,App Functionality,Data Not Linked to You,Diagnostics
6466742380,,,Data Not Collected,
1614950275,Product Interaction,App Functionality,Data Not Linked to You,Usage Data
1575093276,Product Interaction,Analytics,Data Not Linked to You,Usage Data
1542143627,Purchase History,App Functionality,Data Linked to You,Purchases
1542143627,User ID,App Functionality,Data Linked to You,Identifiers
6478062053,Purchase History,Analytics,Data Not Linked to You,Purchases
6478062053,Device ID,Analytics,Data Not Linked to You,Identifiers
6478062053,Product Interaction,Analytics,Data Not Linked to You,Usage Data
6478062053,Purchase History,App Functionality,Data Not Linked to You,Purchases
6478062053,Device ID,App Functionality,Data Not Linked to You,Identifiers
6478062053,Product Interaction,App Functionality,Data Not Linked to You,Usage Data
6473759577,Product Interaction,Analytics,Data Not Linked to You,Usage Data
6473759577,Other Usage Data,Analytics,Data Not Linked to You,Usage Data
6473759577,Crash Data,Analytics,Data Not Linked to You,Diagnostics
6473759577,Performance Data,Analytics,Data Not Linked to You,Diagnostics
6473759577,Other Diagnostic Data,Analytics,Data Not Linked to You,Diagnostics
6473759577,Precise Location,App Functionality,Data Not Linked to You,Location
1673607132,,,Data Not Collected,
1631145223,Product Interaction,Analytics,Data Not Linked to You,Usage Data
1631145223,Crash Data,Analytics,Data Not Linked to You,Diagnostics
1631145223,Purchase History,App Functionality,Data Not Linked to You,Purchases
1631928972,Product Interaction,Analytics,Data Not Linked to You,Usage Data
964118383,Email Address,,Data Used to Track You,Contact Info
964118383,Name,,Data Used to Track You,Contact Info
964118383,Phone Number,,Data Used to Track You,Contact Info
964118383,User ID,,Data Used to Track You,Identifiers
964118383,Device ID,,Data Used to Track You,Identifiers
964118383,Email Address,Developer’s Advertising or Marketing,Data Linked to You,Contact Info
964118383,User ID,Developer’s Advertising or Marketing,Data Linked to You,Identifiers
964118383,Device ID,Developer’s Advertising or Marketing,Data Linked to You,Identifiers
964118383,Product Interaction,Developer’s Advertising or Marketing,Data Linked to You,Usage Data
964118383,Email Address,Analytics,Data Linked to You,Contact Info
964118383,Phone Number,Analytics,Data Linked to You,Contact Info
964118383,User ID,Analytics,Data Linked to You,Identifiers
964118383,Device ID,Analytics,Data Linked to You,Identifiers
964118383,Product Interaction,Analytics,Data Linked to You,Usage Data
964118383,Email Address,Product Personalization,Data Linked to You,Contact Info
964118383,Name,Product Personalization,Data Linked to You,Contact Info
964118383,User ID,Product Personalization,Data Linked to You,Identifiers
964118383,Device ID,Product Personalization,Data Linked to You,Identifiers
964118383,Product Interaction,Product Personalization,Data Linked to You,Usage Data
964118383,Email Address,App Functionality,Data Linked to You,Contact Info
964118383,Name,App Functionality,Data Linked to You,Contact Info
964118383,Phone Number,App Functionality,Data Linked to You,Contact Info
964118383,Audio Data,App Functionality,Data Linked to You,User Content
964118383,Customer Support,App Functionality,Data Linked to You,User Content
964118383,User ID,App Functionality,Data Linked to You,Identifiers
964118383,Device ID,App Functionality,Data Linked to You,Identifiers
964118383,Advertising Data,Third-Party Advertising,Data Not Linked to You,Usage Data
964118383,Photos or Videos,App Functionality,Data Not Linked to You,User Content
964118383,Crash Data,App Functionality,Data Not Linked to You,Diagnostics
6477806929,Audio Data,Analytics,Data Linked to You,User Content
6477806929,Gameplay Content,Analytics,Data Linked to You,User Content
6477806929,Customer Support,Analytics,Data Linked to You,User Content
6477806929,Other User Content,Analytics,Data Linked to You,User Content
6477806929,Browsing History,Analytics,Data Linked to You,Browsing History
6477806929,User ID,Analytics,Data Linked to You,Identifiers
6477806929,Device ID,Analytics,Data Linked to You,Identifiers
6477806929,Product Interaction,Analytics,Data Linked to You,Usage Data
6477806929,Other Usage Data,Analytics,Data Linked to You,Usage Data
6477806929,Crash Data,Analytics,Data Linked to You,Diagnostics
6477806929,Performance Data,Analytics,Data Linked to You,Diagnostics
6477806929,Other Diagnostic Data,Analytics,Data Linked to You,Diagnostics
6477806929,Name,Product Personalization,Data Linked to You,Contact Info
6477806929,Audio Data,Product Personalization,Data Linked to You,User Content
6477806929,Gameplay Content,Product Personalization,Data Linked to You,User Content
6477806929,Customer Support,Product Personalization,Data Linked to You,User Content
6477806929,Other User Content,Product Personalization,Data Linked to You,User Content
6477806929,Browsing History,Product Personalization,Data Linked to You,Browsing History
6477806929,User ID,Product Personalization,Data Linked to You,Identifiers
6477806929,Device ID,Product Personalization,Data Linked to You,Identifiers
6477806929,Product Interaction,Product Personalization,Data Linked to You,Usage Data
6477806929,Other Usage Data,Product Personalization,Data Linked to You,Usage Data
6477806929,Crash Data,Product Personalization,Data Linked to You,Diagnostics
6477806929,Performance Data,Product Personalization,Data Linked to You,Diagnostics
6477806929,Other Diagnostic Data,Product Personalization,Data Linked to You,Diagnostics
6477806929,Name,App Functionality,Data Linked to You,Contact Info
6477806929,Audio Data,App Functionality,Data Linked to You,User Content
6477806929,Gameplay Content,App Functionality,Data Linked to You,User Content
6477806929,Customer Support,App Functionality,Data Linked to You,User Content
6477806929,Other User Content,App Functionality,Data Linked to You,User Content
6477806929,Browsing History,App Functionality,Data Linked to You,Browsing History
6477806929,User ID,App Functionality,Data Linked to You,Identifiers
6477806929,Device ID,App Functionality,Data Linked to You,Identifiers
6477806929,Product Interaction,App Functionality,Data Linked to You,Usage Data
6477806929,Other Usage Data,App Functionality,Data Linked to You,Usage Data
6477806929,Crash Data,App Functionality,Data Linked to You,Diagnostics
6477806929,Performance Data,App Functionality,Data Linked to You,Diagnostics
6477806929,Other Diagnostic Data,App Functionality,Data Linked to You,Diagnostics
6449408612,Email Address,Developer’s Advertising or Marketing,Data Not Linked to You,Contact Info
6449408612,Coarse Location,Analytics,Data Not Linked to You,Location
6449408612,User ID,Analytics,Data Not Linked to You,Identifiers
6449408612,Device ID,Analytics,Data Not Linked to You,Identifiers
6449408612,Product Interaction,Analytics,Data Not Linked to You,Usage Data
6449408612,Purchase History,App Functionality,Data Not Linked to You,Purchases
6449408612,User ID,App Functionality,Data Not Linked to You,Identifiers
6449408612,Device ID,App Functionality,Data Not Linked to You,Identifiers
400751858,Product Interaction,Product Personalization,Data Not Linked to You,Usage Data
400751858,Other User Content,App Functionality,Data Not Linked to You,User Content
400751858,User ID,App Functionality,Data Not Linked to You,Identifiers
400751858,Product Interaction,App Functionality,Data Not Linked to You,Usage Data
6449252717,User ID,,Data Used to Track You,Identifiers
6449252717,Purchase History,Developer’s Advertising or Marketing,Data Linked to You,Purchases
6449252717,User ID,Developer’s Advertising or Marketing,Data Linked to You,Identifiers
6449252717,Device ID,Developer’s Advertising or Marketing,Data Linked to You,Identifiers
6449252717,Product Interaction,Developer’s Advertising or Marketing,Data Linked to You,Usage Data
6449252717,Purchase History,Analytics,Data Linked to You,Purchases
6449252717,User ID,Analytics,Data Linked to You,Identifiers
6449252717,Device ID,Analytics,Data Linked to You,Identifiers
6449252717,Product Interaction,Analytics,Data Linked to You,Usage Data
6449252717,Purchase History,App Functionality,Data Linked to You,Purchases
6449252717,Customer Support,App Functionality,Data Linked to You,User Content
6449252717,Other User Content,App Functionality,Data Linked to You,User Content
6449252717,User ID,App Functionality,Data Linked to You,Identifiers
6449252717,Device ID,App Functionality,Data Linked to You,Identifiers
6449252717,Product Interaction,App Functionality,Data Linked to You,Usage Data
6449252717,Crash Data,App Functionality,Data Not Linked to You,Diagnostics
1668309493,,,Data Not Collected,
1583238971,Device ID,Analytics,Data Not Linked to You,Identifiers
1583238971,Product Interaction,Analytics,Data Not Linked to You,Usage Data
6476788088,Email Address,Analytics,Data Not Linked to You,Contact Info
6476788088,Name,Analytics,Data Not Linked to You,Contact Info
6476788088,Crash Data,Analytics,Data Not Linked to You,Diagnostics
6476788088,Performance Data,Analytics,Data Not Linked to You,Diagnostics
6476788088,Other Diagnostic Data,Analytics,Data Not Linked to You,Diagnostics
653031147,Device ID,Third-Party Advertising,Data Not Linked to You,Identifiers
653031147,Product Interaction,Third-Party Advertising,Data Not Linked to You,Usage Data
653031147,Product Interaction,Analytics,Data Not Linked to You,Usage Data
653031147,Crash Data,Analytics,Data Not Linked to You,Diagnostics
653031147,Performance Data,Analytics,Data Not Linked to You,Diagnostics
6502666560,Product Interaction,Analytics,Data Not Linked to You,Usage Data
1229460906,Coarse Location,Analytics,Data Not Linked to You,Location
1229460906,Product Interaction,Analytics,Data Not Linked to You,Usage Data
6467974863,Product Interaction,Analytics,Data Not Linked to You,Usage Data
6467974863,Crash Data,Analytics,Data Not Linked to You,Diagnostics
6467974863,Performance Data,Analytics,Data Not Linked to You,Diagnostics
6473689339,,,Data Not Collected,
588358613,Purchase History,,Data Used to Track You,Purchases
588358613,Coarse Location,,Data Used to Track You,Location
588358613,Email Address,,Data Used to Track You,Contact Info
588358613,Name,,Data Used to Track You,Contact Info
588358613,User ID,,Data Used to Track You,Identifiers
588358613,Device ID,,Data Used to Track You,Identifiers
588358613,Product Interaction,,Data Used to Track You,Usage Data
588358613,Purchase History,Third-Party Advertising,Data Linked to You,Purchases
588358613,User ID,Third-Party Advertising,Data Linked to You,Identifiers
588358613,Device ID,Third-Party Advertising,Data Linked to You,Identifiers
588358613,Product Interaction,Third-Party Advertising,Data Linked to You,Usage Data
