app_id,policy_file,entity,action,data_type,sentence_preview
282935706,282935706_bible_com_privacy_policy.json,third party,collect,pii,"We may disclose personal information that we collect or you provide as described in this Privacy Policy to fulfill our obligations under our Terms of Use, to accomplish the purpose for which you provi"
282935706,282935706_bible_com_privacy_policy.json,third party,collect,pii,We will process your personal data internally within YouVersion and its affiliates to help combine the personal information covered across the different aspects of YouVersion and our other products an
282935706,282935706_bible_com_privacy_policy.json,third party,collect,pii,We will process your personal data internally within YouVersion and its affiliates to help combine the personal information covered across the different aspects of YouVersion and our other products an
282935706,282935706_bible_com_privacy_policy.json,third party,collect,pii,"We may disclose personal information that we collect or you provide as described in this Privacy Policy to contractors, service providers, and other third parties we use to support YouVersion (such as"
282935706,282935706_bible_com_privacy_policy.json,third party,collect,information,"For example, some of the platforms used to send emails and notifications provided through YouVersion are built and managed by third parties, so some of your information is sent securely to those servi"
282935706,282935706_bible_com_privacy_policy.json,third party,collect,non-pii,"We may also provide aggregate, de-identified information concerning connections by YouVersion users with third-parties and their events or locations."
282935706,282935706_bible_com_privacy_policy.json,third party,collect,information,"No other personal information of yours will be shared with any YouVersion Bible Providers and no information will be shared until you grant approval to our prompt, which will then give you access to d"
282935706,282935706_bible_com_privacy_policy.json,third party,collect,pii,"It is possible that we will need to disclose information about you when required by law, subpoena, or other legal process."
282935706,282935706_bible_com_privacy_policy.json,third party,collect,information,"We may also disclose your information if we have a good faith belief that disclosure is reasonably necessary to investigate, prevent, or take action regarding suspected or actual illegal activities or"
282935706,282935706_bible_com_privacy_policy.json,third party,collect,information,"Such legitimate interests include protection to you, us, other Members, and third parties; to comply with applicable law; to enable and administer our business; to manage corporate transactions; to ge"
282935706,282935706_bible_com_privacy_policy.json,third party,collect,pii,"For example, you may start a new YouVersion Membership account by linking your Facebook account to YouVersion, providing personal information you have opted to share through Facebook to YouVersion."
282935706,282935706_bible_com_privacy_policy.json,third party,collect,information,"By using YouVersion, you consent to your information being transferred to our facilities and to the facilities of those third parties with whom we share it with, as described in this Privacy Policy."
282935706,282935706_bible_com_privacy_policy.json,third party,not_collect,information,"Church do not sell your information, nor will we share it with others without your consent."
282935706,282935706_bible_com_privacy_policy.json,third party,not_collect,pii,We do not sell your personal information to any third parties nor allow our SDK service providers to sell your personal information to third parties or use your personal information to solicit the sal
282935706,282935706_bible_com_privacy_policy.json,third party,not_collect,information,This information is not stored or shared by YouVersion.
282935706,282935706_bible_com_privacy_policy.json,third party,not_collect,pii,"We will not sell your sensitive personal information, but we may need to share it with third-party service providers that enable us to provide certain app features, and those service providers are req"
282935706,282935706_bible_com_privacy_policy.json,third party,not_collect,pii,We do not share personal information of YouVersion users with these third parties.
282935706,282935706_bible_com_privacy_policy.json,we,collect,pii,Your personal information is also used to contact you in connection with your requests and account and as discussed in our Privacy Policy.
282935706,282935706_bible_com_privacy_policy.json,we,collect,billing,"Otherwise, financial information provided to us online is processed by third party service providers as discussed in our Privacy Policy."
282935706,282935706_bible_com_privacy_policy.json,we,collect,billing,"Otherwise, financial information provided to us online is processed by third party service providers as discussed in our Privacy Policy."
282935706,282935706_bible_com_privacy_policy.json,we,collect,usage info,"Collected as you use our sites and services in order to monitor and ensure the proper operation of our websites, apps and services, to improve and customize your experience with regard to the same, to"
282935706,282935706_bible_com_privacy_policy.json,we,collect,information,"Collected if you choose to use location-based functionality of our services, however, this information is maintained only on your device and is not stored by YouVersion."
282935706,282935706_bible_com_privacy_policy.json,we,collect,pii,"To the extent you choose to provide sensitive information to us through your use of our services, we will process it only with your consent."
282935706,282935706_bible_com_privacy_policy.json,we,collect,audio,"Commercial Information (records concerning your personal property, products or services purchased, obtained, or considered, or other purchasing or consuming histories or tendencies)."
282935706,282935706_bible_com_privacy_policy.json,we,collect,billing,"Commercial Information (records concerning your personal property, products or services purchased, obtained, or considered, or other purchasing or consuming histories or tendencies)."
282935706,282935706_bible_com_privacy_policy.json,we,collect,information,How we use your data to make your YouVersion experience more personal.
282935706,282935706_bible_com_privacy_policy.json,we,collect,information,"When you create a YouVersion account or use any one of our applications or sites, the information we collect is for the purpose of offering a more personalized experience."
282935706,282935706_bible_com_privacy_policy.json,we,collect,pii,We do not share your personally identifiable data with any third-party advertisers or ad networks for third-party advertising purposes.
282935706,282935706_bible_com_privacy_policy.json,we,collect,information,The information we collect depends on the services and functionality you request.
282935706,282935706_bible_com_privacy_policy.json,we,collect,phone num,"To create a YouVersion Membership account, we require that you provide a first name, last name, and a valid email address or phone number."
282935706,282935706_bible_com_privacy_policy.json,we,collect,person name,"To create a YouVersion Membership account, we require that you provide a first name, last name, and a valid email address or phone number."
282935706,282935706_bible_com_privacy_policy.json,we,collect,person name,"To create a YouVersion Membership account, we require that you provide a first name, last name, and a valid email address or phone number."
282935706,282935706_bible_com_privacy_policy.json,we,collect,email addr,"To create a YouVersion Membership account, we require that you provide a first name, last name, and a valid email address or phone number."
282935706,282935706_bible_com_privacy_policy.json,we,collect,information,We will use this information to associate you with your specific YouVersion Member account.
282935706,282935706_bible_com_privacy_policy.json,we,collect,age,"After you have created a YouVersion Member account, you may also choose to provide your gender, age, website, description of your location, a brief biography, a profile picture, and other information "
282935706,282935706_bible_com_privacy_policy.json,we,collect,photo,"After you have created a YouVersion Member account, you may also choose to provide your gender, age, website, description of your location, a brief biography, a profile picture, and other information "
282935706,282935706_bible_com_privacy_policy.json,we,collect,information,"After you have created a YouVersion Member account, you may also choose to provide your gender, age, website, description of your location, a brief biography, a profile picture, and other information "
282935706,282935706_bible_com_privacy_policy.json,we,collect,browsing,"After you have created a YouVersion Member account, you may also choose to provide your gender, age, website, description of your location, a brief biography, a profile picture, and other information "
282935706,282935706_bible_com_privacy_policy.json,we,collect,sexuality,"After you have created a YouVersion Member account, you may also choose to provide your gender, age, website, description of your location, a brief biography, a profile picture, and other information "
282935706,282935706_bible_com_privacy_policy.json,we,collect,pii,"We collect personal data from you when you provide, post, or upload it to YouVersion."
282935706,282935706_bible_com_privacy_policy.json,we,collect,pii,"We collect personal data from you when you provide, post, or upload it to YouVersion."
282935706,282935706_bible_com_privacy_policy.json,we,collect,information,"Please keep in mind that if you disclose personal information in a public manner, whether through collaborative postings, social media, message boards, or other public online forums, this information "
282935706,282935706_bible_com_privacy_policy.json,we,collect,pii,"Please keep in mind that if you disclose personal information in a public manner, whether through collaborative postings, social media, message boards, or other public online forums, this information "
282935706,282935706_bible_com_privacy_policy.json,we,collect,pii,"Please keep in mind that if you disclose personal information in a public manner, whether through collaborative postings, social media, message boards, or other public online forums, this information "
282935706,282935706_bible_com_privacy_policy.json,we,collect,billing,"If you choose to provide a voluntary donation through YouVersion or a third-party website linked to YouVersion, then and only then will you be prompted and required to provide credit card, bank accoun"
282935706,282935706_bible_com_privacy_policy.json,we,collect,pii,"We will collect the designation for your donation, if you provide one, and personal information such as your name, address, country, phone number, and email address to ensure that your donation is use"
282935706,282935706_bible_com_privacy_policy.json,we,collect,person name,"We will collect the designation for your donation, if you provide one, and personal information such as your name, address, country, phone number, and email address to ensure that your donation is use"
282935706,282935706_bible_com_privacy_policy.json,we,collect,pii,"We will collect the designation for your donation, if you provide one, and personal information such as your name, address, country, phone number, and email address to ensure that your donation is use"
282935706,282935706_bible_com_privacy_policy.json,we,collect,geo location,"We will collect the designation for your donation, if you provide one, and personal information such as your name, address, country, phone number, and email address to ensure that your donation is use"
282935706,282935706_bible_com_privacy_policy.json,we,collect,person name,"We will collect the designation for your donation, if you provide one, and personal information such as your name, address, country, phone number, and email address to ensure that your donation is use"
282935706,282935706_bible_com_privacy_policy.json,we,collect,geo location,"We will collect the designation for your donation, if you provide one, and personal information such as your name, address, country, phone number, and email address to ensure that your donation is use"
282935706,282935706_bible_com_privacy_policy.json,we,collect,geo location,"We will collect the designation for your donation, if you provide one, and personal information such as your name, address, country, phone number, and email address to ensure that your donation is use"
282935706,282935706_bible_com_privacy_policy.json,we,collect,geo location,"We will collect the designation for your donation, if you provide one, and personal information such as your name, address, country, phone number, and email address to ensure that your donation is use"
282935706,282935706_bible_com_privacy_policy.json,we,collect,phone num,"We will collect the designation for your donation, if you provide one, and personal information such as your name, address, country, phone number, and email address to ensure that your donation is use"
282935706,282935706_bible_com_privacy_policy.json,we,collect,email addr,"We will collect the designation for your donation, if you provide one, and personal information such as your name, address, country, phone number, and email address to ensure that your donation is use"
282935706,282935706_bible_com_privacy_policy.json,we,collect,email addr,"We will collect the designation for your donation, if you provide one, and personal information such as your name, address, country, phone number, and email address to ensure that your donation is use"
282935706,282935706_bible_com_privacy_policy.json,we,collect,phone num,"We will collect the designation for your donation, if you provide one, and personal information such as your name, address, country, phone number, and email address to ensure that your donation is use"
282935706,282935706_bible_com_privacy_policy.json,we,collect,billing,We will not store or otherwise process financial information provided to us online for the purposes of donating.
282935706,282935706_bible_com_privacy_policy.json,we,collect,billing,We will not store or otherwise process financial information provided to us online for the purposes of donating.
282935706,282935706_bible_com_privacy_policy.json,we,collect,billing,We will not store or otherwise process financial information provided to us online for the purposes of donating.
282935706,282935706_bible_com_privacy_policy.json,we,collect,billing,"If you designate a donation to an institution other than YouVersion, to facilitate your donation, we share your name, email, mailing address, and phone number with the designated institution as well a"
282935706,282935706_bible_com_privacy_policy.json,we,collect,usage time,"If you designate a donation to an institution other than YouVersion, to facilitate your donation, we share your name, email, mailing address, and phone number with the designated institution as well a"
282935706,282935706_bible_com_privacy_policy.json,we,collect,person name,"If you designate a donation to an institution other than YouVersion, to facilitate your donation, we share your name, email, mailing address, and phone number with the designated institution as well a"
282935706,282935706_bible_com_privacy_policy.json,we,collect,geo location,"If you designate a donation to an institution other than YouVersion, to facilitate your donation, we share your name, email, mailing address, and phone number with the designated institution as well a"
282935706,282935706_bible_com_privacy_policy.json,we,collect,phone num,"If you designate a donation to an institution other than YouVersion, to facilitate your donation, we share your name, email, mailing address, and phone number with the designated institution as well a"
282935706,282935706_bible_com_privacy_policy.json,we,collect,email addr,"If you designate a donation to an institution other than YouVersion, to facilitate your donation, we share your name, email, mailing address, and phone number with the designated institution as well a"
282935706,282935706_bible_com_privacy_policy.json,we,collect,pii,"We collect information about you when you send, receive, or engage with messages from us, including when you submit personal information or requests by emailing help@youversion.com or through the webs"
282935706,282935706_bible_com_privacy_policy.json,we,collect,pii,"We collect information about you when you send, receive, or engage with messages from us, including when you submit personal information or requests by emailing help@youversion.com or through the webs"
282935706,282935706_bible_com_privacy_policy.json,we,collect,usage info,"Cookies help to facilitate the best possible user experience of YouVersion as they allow us to recognize you and maintain your user preferences from session to session, help us keep your account safe,"
282935706,282935706_bible_com_privacy_policy.json,we,collect,pii,They also help us ensure that Member information is used in association with the correct Member account.
282935706,282935706_bible_com_privacy_policy.json,we,collect,usage info,"We use cookies to collect details of your use of YouVersion (including traffic data, IP location data, logs, browser type, browser language, the functionality requested, and the timing of your request"
282935706,282935706_bible_com_privacy_policy.json,we,collect,geo location,"We use cookies to collect details of your use of YouVersion (including traffic data, IP location data, logs, browser type, browser language, the functionality requested, and the timing of your request"
282935706,282935706_bible_com_privacy_policy.json,we,collect,browsing,"We use cookies to collect details of your use of YouVersion (including traffic data, IP location data, logs, browser type, browser language, the functionality requested, and the timing of your request"
282935706,282935706_bible_com_privacy_policy.json,we,collect,usage info,"We use cookies to collect details of your use of YouVersion (including traffic data, IP location data, logs, browser type, browser language, the functionality requested, and the timing of your request"
282935706,282935706_bible_com_privacy_policy.json,we,collect,education,"We use cookies to collect details of your use of YouVersion (including traffic data, IP location data, logs, browser type, browser language, the functionality requested, and the timing of your request"
282935706,282935706_bible_com_privacy_policy.json,we,collect,language,"We use cookies to collect details of your use of YouVersion (including traffic data, IP location data, logs, browser type, browser language, the functionality requested, and the timing of your request"
282935706,282935706_bible_com_privacy_policy.json,we,collect,browser type,"We use cookies to collect details of your use of YouVersion (including traffic data, IP location data, logs, browser type, browser language, the functionality requested, and the timing of your request"
282935706,282935706_bible_com_privacy_policy.json,we,collect,information,We use this information to provide a tailored YouVersion experience for you and to communicate with you more effectively.
282935706,282935706_bible_com_privacy_policy.json,we,collect,information,We use this information to provide a tailored YouVersion experience for you and to communicate with you more effectively.
282935706,282935706_bible_com_privacy_policy.json,we,collect,usage info,"The information is also collected to determine the aggregate number of unique devices using YouVersion and parts of YouVersion, track total usage, analyze usage data, and improve YouVersion functional"
282935706,282935706_bible_com_privacy_policy.json,we,collect,information,We may combine this information to provide you with a better experience and to improve the quality of our service.
282935706,282935706_bible_com_privacy_policy.json,we,collect,information,We may combine this information to provide you with a better experience and to improve the quality of our service.
282935706,282935706_bible_com_privacy_policy.json,we,collect,information,We generally maintain the data we collect from cookies for 21 days but may save it for a longer period where necessary such as when required by law or for technical reasons.
282935706,282935706_bible_com_privacy_policy.json,we,collect,information,We generally maintain the data we collect from cookies for 21 days but may save it for a longer period where necessary such as when required by law or for technical reasons.
282935706,282935706_bible_com_privacy_policy.json,we,collect,pii,"These third parties may place their own cookies or other files on your computer, collect data, or solicit personal information from you."
282935706,282935706_bible_com_privacy_policy.json,we,collect,pii,"The information they collect may be associated with your personal information or they may collect information, including personal information, about your online activities over time and across differe"
282935706,282935706_bible_com_privacy_policy.json,we,collect,pii,"The information they collect may be associated with your personal information or they may collect information, including personal information, about your online activities over time and across differe"
282935706,282935706_bible_com_privacy_policy.json,we,collect,information,"The information they collect may be associated with your personal information or they may collect information, including personal information, about your online activities over time and across differe"
282935706,282935706_bible_com_privacy_policy.json,we,collect,information,"The information they collect may be associated with your personal information or they may collect information, including personal information, about your online activities over time and across differe"
282935706,282935706_bible_com_privacy_policy.json,we,collect,information,These third parties may use this information to provide you with interest-based targeted content.
282935706,282935706_bible_com_privacy_policy.json,we,collect,pii,We do not sell your personal information to any third parties nor allow our SDK service providers to sell your personal information to third parties or use your personal information to solicit the sal
282935706,282935706_bible_com_privacy_policy.json,we,collect,browsing,"you access or leave YouVersion websites, we receive the URL of both the site you came from and the one you go to next."
282935706,282935706_bible_com_privacy_policy.json,we,collect,device info,"We also get information about your proxy server, operating system, web browser and add-ons, device identifier and features, and your ISP or mobile carrier when you use YouVersion."
282935706,282935706_bible_com_privacy_policy.json,we,collect,pii,"We also get information about your proxy server, operating system, web browser and add-ons, device identifier and features, and your ISP or mobile carrier when you use YouVersion."
282935706,282935706_bible_com_privacy_policy.json,we,collect,ip addr,"We also get information about your proxy server, operating system, web browser and add-ons, device identifier and features, and your ISP or mobile carrier when you use YouVersion."
282935706,282935706_bible_com_privacy_policy.json,we,collect,system ver,"We also get information about your proxy server, operating system, web browser and add-ons, device identifier and features, and your ISP or mobile carrier when you use YouVersion."
282935706,282935706_bible_com_privacy_policy.json,we,collect,device id,"We also get information about your proxy server, operating system, web browser and add-ons, device identifier and features, and your ISP or mobile carrier when you use YouVersion."
282935706,282935706_bible_com_privacy_policy.json,we,collect,browser type,"We also get information about your proxy server, operating system, web browser and add-ons, device identifier and features, and your ISP or mobile carrier when you use YouVersion."
282935706,282935706_bible_com_privacy_policy.json,we,collect,ip addr,"We also receive data from your devices and networks, including your IP address."
282935706,282935706_bible_com_privacy_policy.json,we,collect,information,"We also receive data from your devices and networks, including your IP address."
282935706,282935706_bible_com_privacy_policy.json,we,collect,ip addr,We use the IP addresses we collect from our users to process them with public latitude and longitude information related to your Internet Service Provider or mobile service provider in order to determ
282935706,282935706_bible_com_privacy_policy.json,we,collect,ip addr,We use the IP addresses we collect from our users to process them with public latitude and longitude information related to your Internet Service Provider or mobile service provider in order to determ
282935706,282935706_bible_com_privacy_policy.json,we,collect,geo location,"This latitude and longitude information is stored by us for approximately seven days for troubleshooting and diagnostic purposes, but is never associated with any information about you or that would i"
282935706,282935706_bible_com_privacy_policy.json,we,collect,information,This information is used to provide an optimized user experience by providing higher resolution media to a user who is on a high-speed WiFi connection rather than a cellular network.
282935706,282935706_bible_com_privacy_policy.json,we,collect,information,This information is used to provide an optimized user experience by providing higher resolution media to a user who is on a high-speed WiFi connection rather than a cellular network.
282935706,282935706_bible_com_privacy_policy.json,we,collect,information,"How We Use Your Information We use data that we collect about you and that you provide as well as the inferences we make from that information as follows to provide, support, and personalize YouVersio"
282935706,282935706_bible_com_privacy_policy.json,we,collect,pii,"How We Use Your Information We use data that we collect about you and that you provide as well as the inferences we make from that information as follows to provide, support, and personalize YouVersio"
282935706,282935706_bible_com_privacy_policy.json,we,collect,information,"How We Use Your Information We use data that we collect about you and that you provide as well as the inferences we make from that information as follows to provide, support, and personalize YouVersio"
282935706,282935706_bible_com_privacy_policy.json,we,collect,information,"How We Use Your Information We use data that we collect about you and that you provide as well as the inferences we make from that information as follows to provide, support, and personalize YouVersio"
282935706,282935706_bible_com_privacy_policy.json,we,collect,pii,"How We Use Your Information We use data that we collect about you and that you provide as well as the inferences we make from that information as follows to provide, support, and personalize YouVersio"
282935706,282935706_bible_com_privacy_policy.json,we,collect,information,"We use data that we collect about you and that you provide as well as the inferences we make from that information as follows to create, maintain, customize, and secure your YouVersion account, if any"
282935706,282935706_bible_com_privacy_policy.json,we,collect,pii,"We use data that we collect about you and that you provide as well as the inferences we make from that information as follows to create, maintain, customize, and secure your YouVersion account, if any"
282935706,282935706_bible_com_privacy_policy.json,we,collect,information,We use data that we collect about you and that you provide as well as the inferences we make from that information as follows to process your requests and respond to your inquiries.
282935706,282935706_bible_com_privacy_policy.json,we,collect,pii,We use data that we collect about you and that you provide as well as the inferences we make from that information as follows to process your requests and respond to your inquiries.
282935706,282935706_bible_com_privacy_policy.json,we,collect,pii,We use data that we collect about you and that you provide as well as the inferences we make from that information as follows to provide information on other products or services.
282935706,282935706_bible_com_privacy_policy.json,we,collect,information,We use data that we collect about you and that you provide as well as the inferences we make from that information as follows to provide information on other products or services.
282935706,282935706_bible_com_privacy_policy.json,we,collect,pii,"We use data that we collect about you and that you provide as well as the inferences we make from that information as follows to maintain the safety, security, and integrity of YouVersion and the infr"
282935706,282935706_bible_com_privacy_policy.json,we,collect,information,"We use data that we collect about you and that you provide as well as the inferences we make from that information as follows to maintain the safety, security, and integrity of YouVersion and the infr"
282935706,282935706_bible_com_privacy_policy.json,we,collect,information,We use data that we collect about you and that you provide as well as the inferences we make from that information as follows for development and internal analysis.
282935706,282935706_bible_com_privacy_policy.json,we,collect,pii,We use data that we collect about you and that you provide as well as the inferences we make from that information as follows for development and internal analysis.
282935706,282935706_bible_com_privacy_policy.json,we,collect,pii,We use data that we collect about you and that you provide as well as the inferences we make from that information as follows to fulfill any other purpose for which you provide it.
282935706,282935706_bible_com_privacy_policy.json,we,collect,information,We use data that we collect about you and that you provide as well as the inferences we make from that information as follows to fulfill any other purpose for which you provide it.
282935706,282935706_bible_com_privacy_policy.json,we,collect,information,"We use data that we collect about you and that you provide as well as the inferences we make from that information as follows to carry out our obligations and enforce our rights, including those under"
282935706,282935706_bible_com_privacy_policy.json,we,collect,pii,"We use data that we collect about you and that you provide as well as the inferences we make from that information as follows to carry out our obligations and enforce our rights, including those under"
282935706,282935706_bible_com_privacy_policy.json,we,collect,information,We use data that we collect about you and that you provide as well as the inferences we make from that information as follows as described in this Privacy Policy.
282935706,282935706_bible_com_privacy_policy.json,we,collect,information,We use data that we collect about you and that you provide as well as the inferences we make from that information as follows in any other way we may describe when you provide the information; and We 
282935706,282935706_bible_com_privacy_policy.json,we,collect,information,We use data that we collect about you and that you provide as well as the inferences we make from that information as follows in any other way we may describe when you provide the information; and We 
282935706,282935706_bible_com_privacy_policy.json,we,collect,pii,We use the personal information you provide to create and maintain your Membership account.
282935706,282935706_bible_com_privacy_policy.json,we,collect,pii,We use the personal information you provide to create and maintain your Membership account.
282935706,282935706_bible_com_privacy_policy.json,we,collect,information,We also use this information to authorize and authenticate your access to your account.
282935706,282935706_bible_com_privacy_policy.json,we,collect,information,We store this information and information pertaining to your use of YouVersion (including User Contributions) in connection with your Membership account for so long as you are a Member.
282935706,282935706_bible_com_privacy_policy.json,we,collect,phone num,"For example, your first and last name, and email address or phone number will be stored and used by us in connection with your account name or auto-generated account ID to authenticate you as the corr"
